date,nav
11-09-2024,67.45000
10-09-2024,68.15000
09-09-2024,67.52000
06-09-2024,68.06000
05-09-2024,69.02000
04-09-2024,69.12000
03-09-2024,69.23000
02-09-2024,68.99000
30-08-2024,69.29000
29-08-2024,68.61000
28-08-2024,68.80000
27-08-2024,68.82000
26-08-2024,68.43000
23-08-2024,68.19000
22-08-2024,68.21000
21-08-2024,68.06000
20-08-2024,67.63000
19-08-2024,67.36000
16-08-2024,66.71000
14-08-2024,65.76000
13-08-2024,66.26000
12-08-2024,66.70000
09-08-2024,66.55000
08-08-2024,65.99000
07-08-2024,66.18000
06-08-2024,64.73000
05-08-2024,64.78000
02-08-2024,67.12000
01-08-2024,67.67000
31-07-2024,67.86000
30-07-2024,67.74000
29-07-2024,67.14000
26-07-2024,66.54000
25-07-2024,65.76000
24-07-2024,65.66000
23-07-2024,64.92000
22-07-2024,65.50000
19-07-2024,65.16000
18-07-2024,66.41000
16-07-2024,66.96000
15-07-2024,67.00000
12-07-2024,66.68000
11-07-2024,66.76000
10-07-2024,66.62000
09-07-2024,66.83000
08-07-2024,66.64000
05-07-2024,66.59000
04-07-2024,65.99000
03-07-2024,66.08000
02-07-2024,65.63000
01-07-2024,65.65000
28-06-2024,65.23000
27-06-2024,64.83000
26-06-2024,64.68000
25-06-2024,64.03000
24-06-2024,64.21000
21-06-2024,64.07000
20-06-2024,64.19000
19-06-2024,63.92000
18-06-2024,64.76000
14-06-2024,64.21000
13-06-2024,63.72000
12-06-2024,63.24000
11-06-2024,62.86000
10-06-2024,62.15000
07-06-2024,61.64000
06-06-2024,60.34000
05-06-2024,58.53000
04-06-2024,56.84000
03-06-2024,62.28000
31-05-2024,60.20000
30-05-2024,59.65000
29-05-2024,60.11000
28-05-2024,60.22000
27-05-2024,60.60000
24-05-2024,60.59000
23-05-2024,60.33000
22-05-2024,60.17000
21-05-2024,60.25000
17-05-2024,59.71000
16-05-2024,59.03000
15-05-2024,58.62000
14-05-2024,58.28000
13-05-2024,57.39000
10-05-2024,57.52000
09-05-2024,56.93000
08-05-2024,58.28000
07-05-2024,57.66000
06-05-2024,58.54000
03-05-2024,58.85000
02-05-2024,59.14000
30-04-2024,59.00000
29-04-2024,58.95000
26-04-2024,58.65000
25-04-2024,58.52000
24-04-2024,58.22000
23-04-2024,57.57000
22-04-2024,57.22000
19-04-2024,56.64000
18-04-2024,56.38000
16-04-2024,56.64000
15-04-2024,56.45000
12-04-2024,56.65000
10-04-2024,57.00000
09-04-2024,56.70000
08-04-2024,56.74000
05-04-2024,56.33000
04-04-2024,56.23000
03-04-2024,56.25000
02-04-2024,56.23000
01-04-2024,55.94000
31-03-2024,54.88000
28-03-2024,54.88000
27-03-2024,54.39000
26-03-2024,53.95000
22-03-2024,53.83000
21-03-2024,53.14000
20-03-2024,52.26000
19-03-2024,51.95000
18-03-2024,52.49000
15-03-2024,52.07000
14-03-2024,52.20000
13-03-2024,51.21000
12-03-2024,53.32000
11-03-2024,53.98000
07-03-2024,54.75000
06-03-2024,54.62000
05-03-2024,55.08000
04-03-2024,55.21000
01-03-2024,54.73000
29-02-2024,53.89000
28-02-2024,53.70000
27-02-2024,54.36000
26-02-2024,54.25000
23-02-2024,54.19000
22-02-2024,54.02000
21-02-2024,53.78000
20-02-2024,54.13000
19-02-2024,54.18000
16-02-2024,54.05000
15-02-2024,53.54000
14-02-2024,52.91000
13-02-2024,52.32000
12-02-2024,52.19000
09-02-2024,53.38000
08-02-2024,53.64000
07-02-2024,53.91000
06-02-2024,53.82000
05-02-2024,53.07000
02-02-2024,53.06000
01-02-2024,52.58000
31-01-2024,52.72000
30-01-2024,52.17000
29-01-2024,52.60000
25-01-2024,51.59000
24-01-2024,51.61000
23-01-2024,50.85000
19-01-2024,51.81000
18-01-2024,51.30000
17-01-2024,51.25000
16-01-2024,51.75000
15-01-2024,51.87000
12-01-2024,51.65000
11-01-2024,51.46000
10-01-2024,51.25000
09-01-2024,51.16000
08-01-2024,50.78000
05-01-2024,50.97000
04-01-2024,50.73000
03-01-2024,50.04000
02-01-2024,50.07000
01-01-2024,50.34000
29-12-2023,50.18000
28-12-2023,50.09000
27-12-2023,49.73000
26-12-2023,49.49000
22-12-2023,49.10000
21-12-2023,48.47000
20-12-2023,47.95000
19-12-2023,49.18000
18-12-2023,49.23000
15-12-2023,49.19000
14-12-2023,48.90000
13-12-2023,48.59000
12-12-2023,48.16000
11-12-2023,48.55000
08-12-2023,48.20000
07-12-2023,48.43000
06-12-2023,48.42000
05-12-2023,48.57000
04-12-2023,48.37000
01-12-2023,47.61000
30-11-2023,47.24000
29-11-2023,46.87000
28-11-2023,46.54000
24-11-2023,46.35000
23-11-2023,46.40000
22-11-2023,46.20000
21-11-2023,46.12000
20-11-2023,45.88000
17-11-2023,45.98000
16-11-2023,45.67000
15-11-2023,45.43000
13-11-2023,45.15000
10-11-2023,44.74000
09-11-2023,44.64000
08-11-2023,44.57000
07-11-2023,44.23000
06-11-2023,44.08000
03-11-2023,43.72000
02-11-2023,43.34000
01-11-2023,42.77000
31-10-2023,42.83000
30-10-2023,42.82000
27-10-2023,42.65000
26-10-2023,41.89000
25-10-2023,42.25000
23-10-2023,42.67000
20-10-2023,43.90000
19-10-2023,44.38000
18-10-2023,44.45000
17-10-2023,44.40000
16-10-2023,44.23000
13-10-2023,44.23000
12-10-2023,44.22000
11-10-2023,43.83000
10-10-2023,43.61000
09-10-2023,43.31000
06-10-2023,43.82000
05-10-2023,43.55000
04-10-2023,43.52000
03-10-2023,44.00000
29-09-2023,43.84000
27-09-2023,43.64000
26-09-2023,43.28000
25-09-2023,43.11000
22-09-2023,43.02000
21-09-2023,43.08000
20-09-2023,43.49000
18-09-2023,43.82000
15-09-2023,43.92000
14-09-2023,43.86000
13-09-2023,43.51000
12-09-2023,43.36000
11-09-2023,44.46000
08-09-2023,44.05000
07-09-2023,43.69000
06-09-2023,43.50000
05-09-2023,43.52000
04-09-2023,43.52000
01-09-2023,43.06000
31-08-2023,42.49000
30-08-2023,42.02000
29-08-2023,41.80000
28-08-2023,41.64000
25-08-2023,41.35000
24-08-2023,41.61000
23-08-2023,41.70000
22-08-2023,41.55000
21-08-2023,41.41000
18-08-2023,40.97000
17-08-2023,41.02000
16-08-2023,41.08000
14-08-2023,40.93000
11-08-2023,41.12000
10-08-2023,41.41000
09-08-2023,41.40000
08-08-2023,41.21000
07-08-2023,41.21000
04-08-2023,41.12000
03-08-2023,40.90000
02-08-2023,40.93000
01-08-2023,41.40000
31-07-2023,41.46000
28-07-2023,40.82000
27-07-2023,40.57000
26-07-2023,40.57000
25-07-2023,40.49000
24-07-2023,40.25000
21-07-2023,40.30000
20-07-2023,40.16000
19-07-2023,40.05000
18-07-2023,39.84000
17-07-2023,39.87000
14-07-2023,39.75000
13-07-2023,39.51000
12-07-2023,39.80000
11-07-2023,39.66000
10-07-2023,39.24000
07-07-2023,39.33000
06-07-2023,39.58000
05-07-2023,39.25000
04-07-2023,39.08000
03-07-2023,39.14000
30-06-2023,39.03000
28-06-2023,38.89000
27-06-2023,38.77000
26-06-2023,38.73000
23-06-2023,38.60000
22-06-2023,39.05000
21-06-2023,39.21000
20-06-2023,39.02000
19-06-2023,38.84000
16-06-2023,38.90000
15-06-2023,38.65000
14-06-2023,38.61000
13-06-2023,38.35000
12-06-2023,38.17000
09-06-2023,38.01000
08-06-2023,37.98000
07-06-2023,37.94000
06-06-2023,37.52000
05-06-2023,37.21000
02-06-2023,36.97000
01-06-2023,36.78000
31-05-2023,36.80000
30-05-2023,36.56000
29-05-2023,36.49000
26-05-2023,36.41000
25-05-2023,36.35000
24-05-2023,36.27000
23-05-2023,36.19000
22-05-2023,36.31000
19-05-2023,36.29000
18-05-2023,36.36000
17-05-2023,36.56000
16-05-2023,36.52000
15-05-2023,36.54000
12-05-2023,36.50000
11-05-2023,36.64000
10-05-2023,36.61000
09-05-2023,36.57000
08-05-2023,36.63000
05-05-2023,36.43000
04-05-2023,36.35000
03-05-2023,36.14000
02-05-2023,36.01000
28-04-2023,35.78000
27-04-2023,35.35000
26-04-2023,35.21000
25-04-2023,35.05000
24-04-2023,34.78000
21-04-2023,34.61000
20-04-2023,34.79000
19-04-2023,34.78000
18-04-2023,34.88000
17-04-2023,34.83000
13-04-2023,34.85000
12-04-2023,34.96000
11-04-2023,34.96000
10-04-2023,34.83000
06-04-2023,34.64000
05-04-2023,34.46000
03-04-2023,34.22000
31-03-2023,34.04000
29-03-2023,33.77000
28-03-2023,33.28000
27-03-2023,33.39000
24-03-2023,33.51000
23-03-2023,33.81000
22-03-2023,33.84000
21-03-2023,33.78000
20-03-2023,33.62000
17-03-2023,33.98000
16-03-2023,33.81000
15-03-2023,33.86000
14-03-2023,33.79000
13-03-2023,34.00000
10-03-2023,34.42000
09-03-2023,34.56000
08-03-2023,34.63000
06-03-2023,34.42000
03-03-2023,34.16000
02-03-2023,33.93000
01-03-2023,33.92000
28-02-2023,33.51000
27-02-2023,33.58000
24-02-2023,33.84000
23-02-2023,34.07000
22-02-2023,34.15000
21-02-2023,34.60000
20-02-2023,34.61000
17-02-2023,34.59000
16-02-2023,34.51000
15-02-2023,34.18000
14-02-2023,33.97000
13-02-2023,34.06000
10-02-2023,34.10000
09-02-2023,34.04000
08-02-2023,34.07000
07-02-2023,33.91000
06-02-2023,33.98000
03-02-2023,33.99000
02-02-2023,33.97000
01-02-2023,33.97000
31-01-2023,34.08000
30-01-2023,33.50000
27-01-2023,33.63000
25-01-2023,34.05000
24-01-2023,34.28000
23-01-2023,34.56000
20-01-2023,34.65000
19-01-2023,34.84000
18-01-2023,34.88000
17-01-2023,34.64000
16-01-2023,34.46000
13-01-2023,34.57000
12-01-2023,34.47000
11-01-2023,34.41000
10-01-2023,34.34000
09-01-2023,34.56000
06-01-2023,34.28000
05-01-2023,34.50000
04-01-2023,34.34000
03-01-2023,34.67000
02-01-2023,34.69000
30-12-2022,34.27000
29-12-2022,34.14000
28-12-2022,34.11000
27-12-2022,34.17000
26-12-2022,33.80000
23-12-2022,33.19000
22-12-2022,34.14000
21-12-2022,34.48000
20-12-2022,35.03000
19-12-2022,35.03000
16-12-2022,34.80000
15-12-2022,35.10000
14-12-2022,35.43000
13-12-2022,35.20000
12-12-2022,35.16000
09-12-2022,35.09000
08-12-2022,35.24000
07-12-2022,34.99000
06-12-2022,35.10000
05-12-2022,35.29000
02-12-2022,35.20000
01-12-2022,35.00000
30-11-2022,34.68000
29-11-2022,34.42000
28-11-2022,34.57000
25-11-2022,34.38000
24-11-2022,34.30000
23-11-2022,34.09000
22-11-2022,34.02000
21-11-2022,34.01000
18-11-2022,34.02000
17-11-2022,34.05000
16-11-2022,34.00000
15-11-2022,34.07000
14-11-2022,34.03000
11-11-2022,34.03000
10-11-2022,33.86000
09-11-2022,34.20000
07-11-2022,34.52000
04-11-2022,34.36000
03-11-2022,34.17000
02-11-2022,34.15000
01-11-2022,34.13000
31-10-2022,33.85000
28-10-2022,33.45000
27-10-2022,33.69000
25-10-2022,33.54000
21-10-2022,33.18000
20-10-2022,33.50000
19-10-2022,33.61000
18-10-2022,33.63000
17-10-2022,33.20000
14-10-2022,33.16000
13-10-2022,33.26000
12-10-2022,33.36000
11-10-2022,33.19000
10-10-2022,33.71000
07-10-2022,33.91000
06-10-2022,33.87000
04-10-2022,33.39000
03-10-2022,32.88000
30-09-2022,33.20000
29-09-2022,32.46000
28-09-2022,32.36000
27-09-2022,32.54000
26-09-2022,32.50000
23-09-2022,33.52000
22-09-2022,34.00000
21-09-2022,34.03000
20-09-2022,34.38000
19-09-2022,33.87000
16-09-2022,33.93000
15-09-2022,34.80000
14-09-2022,34.81000
13-09-2022,34.89000
12-09-2022,34.79000
09-09-2022,34.65000
08-09-2022,34.64000
07-09-2022,34.45000
06-09-2022,34.26000
05-09-2022,33.99000
02-09-2022,33.59000
01-09-2022,33.49000
30-08-2022,33.43000
29-08-2022,32.84000
26-08-2022,33.00000
25-08-2022,32.79000
24-08-2022,32.75000
23-08-2022,32.61000
22-08-2022,32.37000
19-08-2022,32.76000
18-08-2022,32.97000
17-08-2022,32.92000
16-08-2022,32.96000
12-08-2022,32.76000
11-08-2022,32.54000
10-08-2022,32.44000
08-08-2022,32.37000
05-08-2022,32.12000
04-08-2022,32.12000
03-08-2022,32.04000
02-08-2022,32.16000
01-08-2022,32.05000
29-07-2022,31.73000
28-07-2022,31.26000
27-07-2022,31.02000
26-07-2022,30.93000
25-07-2022,31.09000
22-07-2022,30.96000
21-07-2022,30.96000
20-07-2022,30.61000
19-07-2022,30.50000
18-07-2022,30.16000
15-07-2022,29.79000
14-07-2022,29.59000
13-07-2022,29.72000
12-07-2022,29.73000
11-07-2022,29.99000
08-07-2022,29.69000
07-07-2022,29.63000
06-07-2022,29.23000
05-07-2022,28.81000
04-07-2022,28.58000
01-07-2022,28.43000
30-06-2022,28.54000
29-06-2022,28.75000
28-06-2022,28.69000
27-06-2022,28.48000
24-06-2022,28.09000
23-06-2022,27.66000
22-06-2022,27.46000
21-06-2022,27.91000
20-06-2022,27.30000
17-06-2022,27.71000
16-06-2022,27.99000
15-06-2022,28.71000
14-06-2022,28.60000
13-06-2022,28.55000
10-06-2022,29.30000
09-06-2022,29.52000
08-06-2022,29.44000
07-06-2022,29.46000
06-06-2022,29.66000
03-06-2022,29.77000
02-06-2022,30.19000
01-06-2022,30.14000
31-05-2022,29.78000
30-05-2022,29.50000
27-05-2022,28.92000
26-05-2022,28.68000
25-05-2022,28.40000
24-05-2022,29.09000
23-05-2022,29.27000
20-05-2022,29.76000
19-05-2022,29.14000
18-05-2022,29.82000
17-05-2022,29.71000
16-05-2022,28.94000
13-05-2022,28.77000
12-05-2022,28.65000
11-05-2022,29.21000
10-05-2022,29.68000
09-05-2022,30.20000
06-05-2022,30.67000
05-05-2022,31.31000
04-05-2022,31.19000
02-05-2022,31.85000
29-04-2022,31.91000
28-04-2022,32.26000
27-04-2022,32.11000
26-04-2022,32.31000
25-04-2022,31.94000
22-04-2022,32.61000
21-04-2022,32.74000
20-04-2022,32.39000
19-04-2022,32.27000
18-04-2022,32.71000
13-04-2022,32.83000
12-04-2022,32.78000
11-04-2022,33.34000
08-04-2022,33.15000
07-04-2022,32.77000
06-04-2022,32.96000
05-04-2022,32.78000
04-04-2022,32.46000
01-04-2022,32.07000
31-03-2022,31.78000
30-03-2022,31.70000
29-03-2022,31.46000
28-03-2022,31.14000
25-03-2022,31.13000
24-03-2022,31.44000
23-03-2022,31.32000
22-03-2022,31.36000
21-03-2022,31.40000
17-03-2022,31.32000
16-03-2022,30.95000
15-03-2022,30.54000
14-03-2022,30.98000
11-03-2022,30.91000
10-03-2022,30.69000
09-03-2022,30.28000
08-03-2022,29.70000
07-03-2022,29.46000
04-03-2022,29.86000
03-03-2022,30.43000
02-03-2022,30.50000
28-02-2022,30.44000
25-02-2022,30.23000
24-02-2022,29.09000
23-02-2022,30.52000
22-02-2022,30.38000
21-02-2022,30.77000
18-02-2022,31.03000
17-02-2022,31.30000
16-02-2022,31.41000
15-02-2022,31.41000
14-02-2022,30.82000
11-02-2022,31.99000
10-02-2022,32.58000
09-02-2022,32.62000
08-02-2022,32.52000
07-02-2022,32.86000
04-02-2022,33.25000
03-02-2022,33.22000
02-02-2022,33.37000
01-02-2022,32.92000
31-01-2022,32.52000
28-01-2022,32.03000
27-01-2022,31.88000
25-01-2022,32.25000
24-01-2022,32.11000
21-01-2022,33.45000
20-01-2022,34.13000
19-01-2022,34.06000
18-01-2022,33.97000
17-01-2022,34.51000
14-01-2022,34.27000
13-01-2022,34.10000
12-01-2022,33.84000
11-01-2022,33.51000
10-01-2022,33.63000
07-01-2022,33.23000
06-01-2022,33.19000
05-01-2022,33.39000
04-01-2022,33.44000
03-01-2022,33.15000
31-12-2021,32.72000
30-12-2021,32.39000
29-12-2021,32.41000
28-12-2021,32.23000
27-12-2021,31.75000
24-12-2021,31.72000
23-12-2021,32.03000
22-12-2021,31.81000
21-12-2021,31.28000
20-12-2021,30.85000
17-12-2021,31.77000
16-12-2021,32.28000
15-12-2021,32.49000
14-12-2021,32.50000
13-12-2021,32.39000
10-12-2021,32.32000
09-12-2021,32.10000
08-12-2021,31.93000
07-12-2021,31.60000
06-12-2021,31.22000
03-12-2021,31.55000
02-12-2021,31.63000
01-12-2021,31.34000
30-11-2021,31.16000
29-11-2021,30.63000
26-11-2021,31.07000
25-11-2021,32.13000
24-11-2021,31.96000
23-11-2021,31.73000
22-11-2021,31.30000
18-11-2021,32.03000
17-11-2021,32.41000
16-11-2021,32.45000
15-11-2021,32.51000
12-11-2021,32.76000
11-11-2021,32.58000
10-11-2021,32.64000
09-11-2021,32.62000
08-11-2021,32.43000
03-11-2021,31.74000
02-11-2021,31.76000
01-11-2021,31.28000
29-10-2021,30.96000
28-10-2021,30.79000
27-10-2021,30.95000
26-10-2021,30.92000
25-10-2021,30.17000
22-10-2021,30.67000
21-10-2021,31.00000
20-10-2021,31.08000
19-10-2021,31.91000
18-10-2021,32.36000
14-10-2021,32.05000
13-10-2021,31.95000
12-10-2021,31.71000
11-10-2021,31.70000
08-10-2021,31.43000
07-10-2021,31.19000
06-10-2021,30.87000
05-10-2021,31.24000
04-10-2021,31.17000
01-10-2021,30.71000
30-09-2021,30.61000
29-09-2021,30.43000
28-09-2021,30.28000
27-09-2021,30.61000
24-09-2021,30.80000
23-09-2021,30.74000
22-09-2021,30.46000
21-09-2021,30.26000
20-09-2021,30.12000
17-09-2021,30.54000
16-09-2021,30.91000
15-09-2021,30.93000
14-09-2021,30.72000
13-09-2021,30.61000
09-09-2021,30.52000
08-09-2021,30.45000
07-09-2021,30.33000
06-09-2021,30.24000
03-09-2021,30.19000
